VGS_H	VGS_L	VDS_H	VDS_L	ID_H	ID_L	L_d_int	L_s_int	L_g_int	L_d_pin	L_s_pin	L_g_pin	L_dH_ext	L_sH_ext	L_gH_ext	L_dL_ext	L_sL_ext	L_gL_ext	L_Hwire	L_Lwire
1,709522700	1,903806000	14,558384000	26,559861000	1,483845300	2,497452100	1,87e-09	5,43e-09	1,43e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	3,20e-08	1,00e-09
2,736693600	1,463677900	14,602403000	29,347019000	1,771135900	2,107659800	3,80e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,779534900	1,097582500	34,623453000	36,362268000	2,322329300	1,734699700	9,86e-10	3,00e-09	5,43e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,029637600	1,932153000	15,112861000	25,364636000	1,867810800	2,757122300	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	2,76e-08	1,00e-09
2,633803200	1,263870600	17,214190000	29,493101000	1,581657400	2,127770400	5,43e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,647893200	1,259474500	17,782013000	29,357281000	1,599556600	2,186392800	3,80e-10	5,43e-09	3,20e-08	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,578877400	1,314679100	18,734645000	29,326551000	1,597755000	2,255412700	3,80e-10	5,43e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,688543700	1,311127000	14,446971000	28,574615000	1,817688900	1,990495600	5,43e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	1,00e-09	5,43e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	3,20e-08	1,00e-09
2,854047800	1,166231100	36,061413000	34,668832000	2,678001100	2,313639100	3,80e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,815247000	0,987339400	35,776288000	37,460963000	2,325600300	1,587260000	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,00e-09
1,863111000	1,977027300	13,835513000	28,688823000	1,411712600	2,420703700	2,31e-09	5,43e-09	1,00e-09	1,00e-09	5,43e-09	1,43e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,00e-09	3,20e-08	1,00e-09
2,603870700	1,339168200	15,800654000	29,176391000	1,679996100	2,036219100	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	3,20e-08	1,00e-09
2,618781000	1,290948200	17,093697000	29,285178000	1,631313100	2,144787400	5,43e-10	5,43e-09	3,20e-08	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,638800300	1,326165000	15,402201000	28,974677000	1,721574700	2,029010500	2,31e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,226164300	1,504607200	13,772172000	27,198985000	1,563140700	2,569478100	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,743539800	1,162048100	34,785689000	35,954851000	2,408228500	1,912489400	3,80e-10	3,00e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,43e-08	1,00e-09
2,754570400	1,216468400	35,620288000	36,447431000	2,387427600	1,747939800	3,80e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	2,31e-08	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,671218500	1,359116700	17,843391000	29,434681000	1,627078600	2,055458400	3,80e-10	5,43e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	3,20e-08	1,00e-09
1,953845200	1,678367400	14,432744000	28,114634000	1,402379600	2,432913700	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	1,43e-08	1,00e-09
2,514371200	1,396148300	14,851985000	28,688453000	1,552244400	2,517719000	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	6,00e-09	1,43e-08	5,43e-09	1,00e-09
2,564651800	1,232723700	36,273380000	34,128197000	2,458635600	2,223999800	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,43e-08	1,00e-09
1,916271900	2,041684400	15,438219000	25,214549000	1,877959400	2,774454200	1,43e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	3,20e-08	1,00e-09
1,810274100	1,832747600	13,798813000	28,083132000	1,401377000	2,431473900	2,31e-09	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	3,20e-08	1,00e-09
2,817963000	0,985755190	35,689642000	37,470516000	2,318654300	1,589111300	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,556006900	1,339358900	17,016854000	29,575569000	1,581918100	2,196524200	3,80e-10	5,43e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	6,00e-09	3,20e-08	1,00e-09
2,417391100	1,454195600	14,665672000	27,721840000	1,545817600	2,547796600	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,594547700	1,325795000	15,893700000	29,427652000	1,636217000	2,126002500	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	6,00e-09	3,20e-08	1,00e-09
2,803695600	1,030989900	34,734498000	36,650601000	2,288107100	1,682428100	9,86e-10	3,00e-09	5,43e-09	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,268990300	1,499338900	14,244278000	28,935960000	1,403063000	2,434826000	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,714229300	1,255071900	16,861152000	30,203032000	1,647205000	2,296488700	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,609031600	1,304785700	16,591508000	29,397338000	1,635738700	2,070225900	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,623591600	1,256435700	17,600095000	29,473755000	1,575742400	2,151303100	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,787142300	1,015383700	36,897420000	36,947544000	2,387223500	1,587963100	3,80e-10	3,00e-09	5,43e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,763038800	1,382189100	15,102432000	28,786982000	1,932772900	1,970710000	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,818337000	0,984089050	35,702952000	37,477397000	2,317143100	1,587404800	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,00e-09
2,780483100	1,088942100	34,996533000	36,351765000	2,322795600	1,734797500	9,86e-10	3,00e-09	5,43e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	9,86e-09	5,43e-09	1,20e-08	1,43e-08	1,00e-09
2,217872200	1,500364600	13,794375000	27,214006000	1,564401200	2,572508700	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,209532100	1,501857600	13,734510000	28,343861000	1,402947700	2,446788200	2,31e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	3,20e-08	1,00e-09
2,632520500	1,255468800	17,344685000	29,523621000	1,589110000	2,119016700	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,610207600	1,289513200	16,321410000	29,549234000	1,611304900	2,154311000	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,318195100	2,024348400	15,474773000	25,129366000	2,070103400	2,900007300	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	3,20e-08	1,00e-09
1,887005300	1,686367800	14,519510000	26,354350000	1,534863000	2,547266700	1,43e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	1,43e-08	1,00e-09
2,655697500	1,385403000	15,072058000	28,792871000	1,588581000	2,534448400	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09
2,664475600	1,244183700	17,491170000	29,608839000	1,607781300	2,233048800	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,003460700	1,676465500	14,671537000	26,213945000	1,620059600	2,602067600	1,43e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,20e-08	1,43e-08	1,00e-09
1,953397400	1,681293000	14,446647000	28,145514000	1,402593800	2,432995200	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,00e-09
2,637450700	1,257871700	17,110322000	29,651027000	1,596696300	2,202682100	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,488237500	1,426309200	14,792504000	28,079354000	1,548488800	2,539643000	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,810165400	0,993684090	35,674902000	37,236338000	2,319984400	1,604245600	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,31e-08
2,804894300	1,170457000	34,813837000	36,160495000	2,374713500	1,771312900	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,647759300	1,254424200	17,835431000	29,518962000	1,575060800	2,172549100	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,413930900	2,013268200	14,481700000	25,406194000	2,105352000	2,921119000	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	3,20e-08	1,00e-09
2,646463600	1,363756800	16,749255000	29,369564000	1,774680600	1,980268900	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,069625000	1,652097900	14,492852000	26,359771000	1,577363500	2,576085300	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,752716400	1,164505900	34,483106000	35,781223000	2,429468400	2,016412300	3,80e-10	3,00e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,20e-08	1,43e-08	1,00e-09
2,135518400	1,565758100	13,713778000	28,360744000	1,388383900	2,431190000	2,31e-09	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,87e-08	6,00e-09	1,00e-09	1,00e-09	6,00e-09	3,20e-08	1,00e-09
2,649077900	1,255738600	17,646955000	29,566726000	1,578878300	2,140541800	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,591415600	1,331078700	16,603525000	29,349774000	1,588967700	2,095895100	9,86e-10	5,43e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	5,43e-09	3,20e-08	1,00e-09
2,745716300	1,224390200	35,616529000	35,565823000	2,385353400	1,819408400	9,86e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	3,20e-08	1,00e-09
2,662217300	1,346570600	15,486284000	29,137135000	1,819645300	1,997188700	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,106558600	1,603178400	14,544559000	26,500401000	1,611295900	2,599455700	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	9,86e-09	1,00e-09
2,782994600	1,397225700	15,111119000	28,707859000	1,977558300	1,975568900	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,788493800	1,282850100	16,228422000	30,733903000	1,653923500	2,355756200	3,80e-10	5,43e-09	3,20e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,817462700	0,984453620	35,710228000	37,446198000	2,317544900	1,586646400	3,80e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09
2,652512500	1,367742500	16,892798000	29,449689000	1,610159000	2,073810800	3,80e-10	5,43e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,574159600	1,317010800	16,744549000	29,327773000	1,583658300	2,111749600	1,87e-09	5,43e-09	1,43e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	3,20e-08	1,00e-09
2,753782000	1,104388000	35,432670000	36,337682000	2,395245800	1,787941200	3,80e-10	3,00e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	2,50e-09	2,31e-08
2,792871100	1,090214700	36,490872000	37,034851000	2,379928800	1,593948500	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	9,86e-09	1,87e-08	1,00e-09	1,00e-09
2,664516700	1,103067900	36,505782000	34,924044000	2,553679900	2,265851600	9,86e-10	3,00e-09	5,43e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,87e-08	1,00e-09	2,31e-08
2,611497800	1,272560200	17,045701000	29,433771000	1,590314500	2,155462900	2,31e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,773481300	1,174125100	36,988129000	36,045053000	2,420588200	1,730594000	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,713424100	1,422111400	15,665503000	29,164170000	1,768870800	1,993259500	3,80e-10	5,43e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09
2,712272000	1,105494800	36,091204000	35,433590000	2,484764000	1,871811500	1,43e-09	3,00e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,234161200	1,515003900	14,229356000	28,842141000	1,396045400	2,432539400	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	2,50e-09	1,00e-09
2,284113000	1,224272900	36,764546000	35,073142000	2,236221500	2,121411000	3,80e-10	3,00e-09	5,43e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	9,86e-09	1,87e-08	1,00e-09	1,00e-09
2,823516800	0,980044130	35,696921000	37,432162000	2,312980800	1,594562800	9,86e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,597519000	1,325605800	17,251478000	29,425081000	1,570958600	2,123269300	9,86e-10	5,43e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	3,20e-08	1,00e-09
2,740328600	1,055087600	36,864857000	36,640317000	2,387085100	1,654584700	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,715024600	1,144452800	35,802137000	35,732477000	2,397835400	1,792429700	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	1,43e-08	1,00e-09
2,318195100	2,024348400	14,607241000	25,311607000	2,070103400	2,900007300	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	3,20e-08	1,00e-09
2,750691000	1,234857900	35,688254000	35,556668000	2,410630600	1,818859800	5,43e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	3,20e-08	1,00e-09
2,015781200	1,836191300	13,796331000	26,154588000	1,600358300	2,579125500	9,86e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	3,20e-08	1,00e-09
2,115772300	1,567834800	15,623156000	29,133452000	1,404379600	2,435627700	3,80e-10	5,43e-09	1,43e-08	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,00e-09
2,223279100	1,501552700	13,774801000	27,195861000	1,563008600	2,569968500	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	6,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,647135000	1,352422600	16,760357000	29,381632000	1,777642400	1,982615600	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	3,20e-08	1,00e-09
2,529995300	1,422516100	13,855963000	29,660923000	1,484241400	2,466859300	2,31e-09	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,87e-08	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	2,31e-08
2,610458500	1,292242100	16,386963000	29,524591000	1,629056900	2,172483000	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,353542400	1,158557100	36,312808000	33,980538000	2,634910900	2,370261900	3,80e-10	3,00e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,87e-08	1,00e-09	9,86e-09
2,113381500	1,673031900	13,850578000	26,303835000	1,633173400	2,618288300	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	1,43e-08	5,00e-09	1,00e-09	1,00e-09	9,86e-09	6,00e-09	1,20e-08	3,20e-08	9,86e-09
2,645702200	1,246753100	17,483867000	29,557438000	1,580672900	2,140546800	3,80e-10	5,43e-09	3,20e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	2,50e-09	2,31e-08
2,792847700	1,003087700	35,240488000	37,082094000	2,339657000	1,660422100	5,43e-10	3,00e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
2,738841700	1,186978800	34,603247000	35,798373000	2,415226800	1,970506300	3,80e-10	3,00e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
1,734767500	2,051528200	13,842542000	26,552901000	1,477098600	2,496711300	1,87e-09	5,43e-09	1,00e-09	1,00e-09	5,43e-09	1,43e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,20e-08	3,20e-08	1,00e-09
1,923954700	1,756675200	13,823812000	27,618225000	1,403835400	2,445340300	1,87e-09	5,43e-09	1,43e-08	1,00e-09	5,43e-09	1,43e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	5,43e-09	1,43e-08	1,00e-09
2,800303600	1,279249300	35,191669000	35,342761000	2,350588600	1,866451500	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,20e-08	3,20e-08	1,00e-09
2,210441400	1,499232200	14,325285000	28,387013000	1,402148700	2,446049000	2,31e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,43e-08	1,00e-09	1,00e-09
2,773602500	1,433174300	13,712911000	29,567038000	1,466399400	2,461317400	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,10e-08	2,31e-08	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,291541500	1,279245100	36,678647000	36,478105000	2,176842900	2,092969000	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,87e-08	2,50e-09	1,00e-09
2,177394700	1,515392500	13,829978000	27,086047000	1,549172000	2,561356300	9,86e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,43e-08	2,50e-09	1,00e-09
2,708201000	1,302937600	14,639603000	28,793741000	1,789543400	2,010488700	3,80e-10	5,43e-09	3,20e-08	1,00e-09	5,43e-09	3,20e-08	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,43e-08	1,00e-09
2,203257500	1,565058100	13,581402000	29,289062000	1,434383700	2,446457600	3,80e-10	5,43e-09	9,86e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,43e-08	5,43e-09	1,00e-09	1,43e-08	1,00e-09
2,321388400	1,270032600	36,549529000	36,172090000	2,235118700	2,099706600	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	9,86e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,00e-09	1,00e-09	1,00e-09
2,804573100	1,053397500	36,823503000	37,263406000	2,373056100	1,561359600	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,43e-08	1,00e-09	1,00e-09
