VGS_H	VGS_L	VDS_H	VDS_L	ID_H	ID_L	L_d_int	L_s_int	L_g_int	L_d_pin	L_s_pin	L_g_pin	L_dH_ext	L_sH_ext	L_gH_ext	L_dL_ext	L_sL_ext	L_gL_ext	L_Hwire	L_Lwire
2,582061200	1,311532800	18,089707000	29,385486000	1,579812400	2,130884900	2,31e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,357972300	1,232004600	37,857597000	34,968307000	2,267891900	2,134918500	3,80e-10	3,00e-09	1,00e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	5,43e-09	1,00e-09
2,818994400	1,179246900	36,555973000	35,635280000	2,419893000	1,791518300	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,758043700	1,184824200	36,049614000	34,606814000	2,800216800	2,410358900	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,87e-08	1,00e-09	1,00e-09	1,10e-08	1,00e-09
2,266219800	1,273956000	38,129727000	35,541331000	2,193890700	2,118306400	3,80e-10	3,00e-09	1,00e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,10e-08
2,651376300	1,617830100	13,997421000	29,218264000	1,395769500	2,413206700	3,80e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,20e-08	5,43e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,20e-08	5,43e-09	1,00e-09
2,778510400	1,083112400	37,498093000	37,084324000	2,394630900	1,585142500	9,86e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08
2,699759400	1,402323400	15,413774000	28,950162000	1,710544900	2,017830100	1,87e-09	5,43e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	3,20e-08	1,00e-09
1,808271200	1,778208300	13,814680000	27,473595000	1,433190200	2,465777900	5,43e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	2,76e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,734334000	1,167191500	36,173868000	35,387705000	2,434298800	1,867554400	3,80e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	3,20e-08
2,795404800	1,002069500	35,640735000	36,980298000	2,337221400	1,651412600	2,76e-09	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08
2,922017400	0,939638950	35,316684000	38,505719000	2,400395100	1,798091200	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	3,20e-08
2,579855400	1,316035000	17,083619000	29,407782000	1,575561700	2,137766100	1,87e-09	5,43e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,817729000	0,972865680	34,919673000	36,939376000	2,276180100	1,640445700	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	3,20e-08
2,817735800	0,969778140	34,910309000	36,940590000	2,276655500	1,640380900	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,799488700	0,996190240	35,240899000	36,990461000	2,325601400	1,648471900	9,86e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,221733000	1,499845800	14,242999000	28,549166000	1,399179700	2,441391700	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	5,43e-09
2,815085400	0,988280920	36,511921000	37,221023000	2,326414300	1,588137800	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
1,912100300	2,084487500	13,906742000	26,133183000	1,611007500	2,603527200	9,86e-10	5,43e-09	8,76e-09	1,00e-09	5,43e-09	1,87e-08	5,43e-09	1,00e-09	2,76e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	3,20e-08
1,902551100	1,645519400	13,820017000	26,869393000	1,450817300	2,489699600	1,43e-09	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,00e-09
2,618052100	1,257518700	17,758055000	29,552370000	1,577963400	2,148259400	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,751371400	1,105382200	35,314791000	36,145871000	2,394285000	1,821208900	3,80e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	3,20e-08
2,817653600	0,970114180	34,911671000	36,939812000	2,276446800	1,640491900	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08	1,00e-09	2,50e-09
2,790232900	1,022527100	35,783933000	37,013036000	2,396971800	1,617356000	9,86e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,806200800	1,269242500	36,166121000	35,356291000	2,432060800	1,869362700	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	2,31e-08	1,87e-08
2,837114100	1,494287000	13,660345000	29,947340000	1,429041100	2,436964000	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,709735500	1,156586100	35,186658000	35,341423000	2,451448000	1,936999400	3,80e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,750064600	1,218986500	35,639341000	35,779198000	2,366882800	1,799689000	1,43e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,097026700	1,619858800	13,708105000	29,195410000	1,393977400	2,414693400	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,20e-08	1,10e-08	2,50e-09
2,678635600	1,384837500	14,822410000	29,501910000	1,572229800	2,505121600	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,840328000	0,959948420	35,007170000	37,146428000	2,293640700	1,661578700	9,86e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,817040700	1,037429500	36,079452000	36,105859000	2,655328000	2,261396600	9,86e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,87e-08	1,00e-09	2,50e-09
2,524630400	1,453736500	13,667690000	30,304078000	1,490420600	2,467163500	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,43e-08	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,43e-08	1,87e-08
2,794784800	1,020477600	34,744853000	36,630839000	2,288599100	1,676946800	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	3,20e-08
2,840291800	0,959665430	35,009059000	37,148479000	2,293631300	1,661641700	9,86e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,825208400	0,970059940	34,884568000	36,969284000	2,281031700	1,655636100	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	3,20e-08
2,272415000	1,248950100	38,078326000	35,579540000	2,187141300	2,109755300	3,80e-10	3,00e-09	1,00e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,581739000	1,316007600	17,219436000	29,482094000	1,593458600	2,104175000	5,43e-10	5,43e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
1,997997100	1,641961300	14,322454000	27,909674000	1,390025200	2,436350200	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	2,76e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,87e-08
2,598926900	1,132223600	36,104004000	34,438260000	2,674365400	2,334636300	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,87e-08	1,00e-09	1,87e-08	5,43e-09	9,86e-09
2,268986800	1,489125600	13,696070000	28,905834000	1,422930100	2,449533900	1,87e-09	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08
2,800091500	1,023339700	37,215706000	37,128454000	2,374971000	1,566097500	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,729617000	1,094723500	36,441582000	35,539418000	2,431149200	1,822237400	3,80e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,802008200	1,014082500	36,275378000	37,032030000	2,332816700	1,615709700	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	5,43e-09	1,00e-09
2,482017800	1,398558900	14,171710000	28,565967000	1,558782000	2,532355500	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,43e-08	9,86e-09	9,86e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08
2,326442500	1,496502500	13,591854000	29,729704000	1,416097700	2,432957600	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,87e-08	1,00e-09	1,00e-09
1,943684000	1,761543800	14,725636000	25,875807000	1,670081400	2,637817200	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	2,76e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,733722000	1,499599900	14,775439000	30,517073000	1,752764400	2,271382700	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	2,76e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,752438800	1,084989500	36,111587000	36,690778000	2,379329800	1,669605200	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	5,43e-09	1,00e-09
2,434742700	1,432013600	14,915704000	27,996467000	1,622268700	2,587498200	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,43e-08	1,00e-09
2,275581200	1,277206800	36,990631000	36,232723000	2,154026300	2,085960600	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,731824100	1,076942300	36,588061000	36,434633000	2,391661100	1,686837000	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,20e-08	1,00e-09	1,87e-08
2,459860600	1,421453700	14,089888000	28,199315000	1,618117000	2,579903300	5,43e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,43e-08	9,86e-09	9,86e-09	1,00e-09	5,43e-09	9,86e-09	1,87e-08
2,798122000	1,024081900	37,199432000	37,086073000	2,381054200	1,571828600	3,80e-10	3,00e-09	2,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,776029200	1,206142000	34,574134000	35,934099000	2,431659500	1,879746600	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,43e-08	1,00e-09
2,012309500	1,624385400	13,665509000	27,610161000	1,407841500	2,452289100	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	2,76e-08	9,86e-09	6,00e-09	1,00e-09	1,43e-08	2,50e-09
2,624158400	1,361054500	15,317345000	28,984836000	1,633949700	2,551222800	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,00e-09	5,43e-09
2,471345800	1,133365200	36,176141000	34,426086000	2,543725800	2,254439600	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,87e-08	1,00e-09	1,00e-09	1,00e-09	1,00e-09
2,803007100	1,264785000	35,203245000	34,783103000	2,421459900	2,042198800	3,80e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	1,10e-08	1,00e-09	1,00e-09	2,31e-08	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,797370400	0,996685270	35,286336000	37,023029000	2,329691000	1,649361300	9,86e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	5,43e-09
2,726562500	1,097133500	36,395162000	36,208818000	2,401663900	1,720297400	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	5,43e-09	1,00e-09
2,578681100	1,201962600	36,211825000	33,832590000	2,624854800	2,331676900	9,86e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,25e-08	1,20e-08	1,87e-08	1,00e-09	1,20e-08	1,00e-09	2,50e-09
2,612766800	1,356781900	16,602469000	29,287095000	1,602385700	2,091412900	1,43e-09	5,43e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	2,76e-08	5,00e-09	1,00e-09	1,87e-08	1,43e-08	1,87e-08
2,268066400	1,275578800	38,216900000	35,937891000	2,166376200	2,098632100	5,43e-10	3,00e-09	1,00e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,603576700	1,366212800	15,161759000	28,966031000	1,602792700	2,534153800	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,00e-09	5,43e-09
2,269052600	1,279510300	36,765808000	36,587049000	2,163111300	2,095622100	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,759204700	1,165846800	35,553308000	36,448580000	2,395862200	1,757232100	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,20e-08	1,43e-08	1,87e-08
1,940144200	2,313728200	14,203063000	25,676935000	1,793324400	2,722923200	9,86e-10	5,43e-09	8,76e-09	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,00e-09
2,778063600	1,068059900	36,262971000	36,950163000	2,386680300	1,621359600	9,86e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,20e-08	1,00e-09	1,87e-08
2,709990900	1,388932100	17,039039000	29,349807000	1,691532900	1,994580100	5,43e-10	5,43e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,789578100	1,018004900	35,791328000	37,020165000	2,394976100	1,615741500	9,86e-10	3,00e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,782011100	1,057685800	36,258375000	36,989322000	2,396924600	1,620654400	1,43e-09	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	6,00e-09	1,20e-08	1,00e-09	1,87e-08
2,809658000	0,993238980	36,967440000	37,170773000	2,344414000	1,589750000	1,87e-09	3,00e-09	2,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,015957700	2,088333300	15,216149000	25,444582000	1,864178100	2,768878500	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,20e-08	5,43e-09	1,00e-09	2,76e-08	9,86e-09	6,00e-09	1,87e-08	2,50e-09	1,00e-09
2,494118800	1,455579400	13,644568000	30,125097000	1,455046500	2,450543100	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,43e-08	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,43e-08	1,00e-09
2,007192900	1,634327100	15,884558000	28,590090000	1,386408500	2,423187500	3,80e-10	5,43e-09	2,31e-08	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,00e-09
2,095830400	1,621050500	13,681651000	29,187823000	1,393684800	2,414317600	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,20e-08	1,10e-08	1,00e-09
2,612367700	1,283458900	17,479905000	29,435117000	1,683871400	2,033773500	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,00e-09
2,624677300	1,258528900	18,015361000	29,469090000	1,637353900	2,074999900	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,793095200	1,121961500	34,689699000	36,293649000	2,327294700	1,724828900	9,86e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,43e-08	1,00e-09
2,790377200	1,065020500	36,927774000	36,902240000	2,399411800	1,596025800	3,80e-10	3,00e-09	2,00e-09	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,640553600	1,360313400	14,568496000	29,290036000	1,647553100	2,558261500	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,00e-09	5,43e-09
2,148825000	1,617174600	14,033757000	29,374982000	1,403637700	2,410492600	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,20e-08	1,10e-08	1,00e-09
2,807319800	1,098282000	35,025827000	36,352850000	2,340326100	1,709375200	1,87e-09	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,43e-08	1,87e-08
2,810529900	1,006834800	35,488750000	37,177885000	2,314043400	1,616705600	9,86e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	5,43e-09	1,00e-09
2,853594600	1,359043300	14,018959000	28,546782000	1,949366900	2,067818900	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	3,20e-08	1,00e-09
1,938370400	2,321775700	14,205915000	25,681363000	1,793305200	2,723350300	9,86e-10	5,43e-09	8,76e-09	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	2,50e-09
2,357513200	1,290253800	38,117508000	36,534699000	2,189516000	2,074318000	9,86e-10	3,00e-09	1,00e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	5,43e-09	1,00e-09
2,351160400	1,435168100	14,749962000	27,923257000	1,546831500	2,543087400	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,43e-08	1,00e-09
2,299927100	1,295838300	36,809194000	37,980375000	2,140409700	2,072032200	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,264991300	1,308122200	37,001271000	35,996032000	2,167770300	2,101344600	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08	1,00e-09	1,87e-08
2,730390100	1,074462200	36,632559000	36,386445000	2,395040900	1,696178100	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
1,795783100	1,921946800	16,104890000	28,373788000	1,402375900	2,432222200	3,80e-10	5,43e-09	9,86e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	3,20e-08	1,87e-08
2,813035900	1,044033500	35,136598000	36,422741000	2,276076400	1,653959100	3,80e-10	3,00e-09	1,00e-09	5,43e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,513101000	1,402146800	14,222555000	28,548247000	1,620298200	2,570948400	5,43e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,43e-08	9,86e-09	9,86e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08
2,815585000	0,971462580	34,881526000	36,840376000	2,271368500	1,643739800	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,749297600	1,148397800	35,599688000	36,400858000	2,384127300	1,757909500	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,43e-08	1,00e-09
2,149198200	1,616556000	14,038378000	29,390219000	1,403962900	2,410433900	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,20e-08	1,10e-08	2,50e-09
2,631660200	1,335036900	17,767903000	29,436087000	1,645777500	2,055280800	5,43e-10	5,43e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,802008200	1,014082500	35,512450000	37,236322000	2,332816700	1,615709700	3,80e-10	3,00e-09	1,00e-09	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	5,43e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,280263100	1,240623400	36,835360000	35,235058000	2,203474600	2,120142400	1,00e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,754086500	1,084355500	36,048549000	36,650091000	2,375568400	1,671528600	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,00e-09	5,43e-09	1,00e-09
2,615216200	1,251357200	17,910350000	29,560232000	1,576317000	2,158624800	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
